order_id,supplier_id,supplier_name,product_id,product_name,category,order_date,expected_delivery,actual_delivery,quantity,unit_price,total_amount,warehouse_id,warehouse_location,status,quality_check,inspector,last_updated
ORD-00001206,SUP-00042,Peters Group,PRD-000087,Stand-alone cohesive approach,Packaging,2024-02-27,2024-02-19,,1448,7219.7514,10454200.03,WH-009,"Los Angeles, CA",Cancelled,,,2025-01-19
ORD-00001207,SUP-00011,"Hatfield, Lyons and Richards",PRD-000111,Team-oriented value-added middleware,Chemicals,2023-12-14,2023-12-31,2024-01-10,1274,68.604,107342.26,WH-014,"Atlanta, GA",Returned,Pass,Jason Moreno,2024-09-09
ORD-00001208,SUP-00065,Ellis Group,PRD-000139,Synchronized responsive product,Food & Beverage,2024-01-29,2024-02-18,2024-02-26,2483,3747.4723,9304973.72,WH-011,"Dallas, TX",Cancelled,Pending,,2025-11-23
ORD-00001209,SUP-00078,Wallace-Williams,PRD-000140,Quality-focused encompassing alliance,Food & Beverage,2026-03-27,2026-05-21,2026-05-18,3236,849.2729,2748247.1,WH-006,"Atlanta, GA",Returned,Pending,Sabrina Velez,2025-02-12
ORD-00001210,SUP-00067,Brooks and Sons,PRD-000195,Cross-group background database,Textiles,2025-02-26,2025-03-13,2025-03-30,3611,6502.3728,23480068.18,WH-002,"Seattle, WA",Returned,Pass,Juan Crawford,2025-06-10
ORD-00001211,SUP-00069,Thompson-Owens,PRD-000064,Multi-layered composite neural-net,Machinery,2024-06-20,2024-06-28,,245,4782.5907,1171734.72,WH-008,"Chicago, IL",Delivered,Fail,,2024-08-30
ORD-00001212,SUP-00022,"Reilly, Price and Galloway",PRD-000042,Managed neutral algorithm,Packaging,2024-03-16,2024-04-20,2024-04-16,1985,4369.451,8673360.23,WH-005,"Los Angeles, CA",Cancelled,,,2025-04-24
ORD-00001213,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000059,Fundamental asynchronous application,Raw Materials,2025-09-28,2025-11-24,2025-12-03,4454,7922.4259,35286484.96,WH-006,"New York, NY",Returned,Fail,Carla Krause,2024-11-15
ORD-00001214,SUP-00076,Roberts-Edwards,PRD-000033,Streamlined methodical hierarchy,Textiles,2025-10-17,2025-12-13,2026-01-01,1183,4856.2432,5744935.71,WH-008,"Dallas, TX",Cancelled,Pending,,2024-08-07
ORD-00001215,SUP-00003,Bennett PLC,PRD-000174,Seamless multimedia customer loyalty,Raw Materials,2024-10-29,2024-11-11,2024-11-19,370,2401.1175,888413.47,WH-001,"Atlanta, GA",Cancelled,,,2024-09-06
ORD-00001216,SUP-00058,"Browning, Wiley and Duran",PRD-000096,Progressive empowering capability,Textiles,2025-08-31,2025-09-27,2025-10-07,1800,8231.2811,14816305.98,WH-003,"Seattle, WA",Returned,,Jennifer Evans,2025-07-13
ORD-00001217,SUP-00041,Webster and Sons,PRD-000019,Self-enabling transitional pricing structure,Food & Beverage,2025-06-04,2025-07-22,2025-08-06,3827,857.0795,3280043.25,WH-008,"Los Angeles, CA",Returned,Pending,Nathan Walker PhD,2025-04-26
ORD-00001218,SUP-00033,Henderson-Mcguire,PRD-000067,Function-based human-resource secured line,Raw Materials,2023-08-07,2023-09-26,2023-09-24,4227,9664.6824,40852612.5,WH-001,"Seattle, WA",Ordered,Pending,,2026-02-26
ORD-00001219,,Chapman-Fuller,PRD-000063,Implemented regional adapter,Raw Materials,2024-11-12,2024-11-23,2024-11-21,4832,7291.7495,35233733.58,WH-013,"New York, NY",Cancelled,Pending,,2025-07-16
ORD-00001220,SUP-00068,Gaines-Jackson,PRD-000057,Horizontal background framework,Textiles,2025-09-04,2025-09-20,2025-10-10,3936,163.6329,644059.09,WH-007,"Atlanta, GA",Delivered,Pending,Mr. John Dixon,2026-01-13
ORD-00001221,SUP-00058,"Browning, Wiley and Duran",PRD-000108,Advanced next generation Graphic Interface,Packaging,2026-02-04,2026-02-22,2026-03-05,3237,3339.2872,10809272.67,WH-012,"Dallas, TX",Cancelled,Pending,,2025-07-24
ORD-00001222,SUP-00017,Griffin and Sons,PRD-000054,Reactive holistic flexibility,Machinery,2025-10-11,2025-10-19,2025-11-07,4270,3306.8083,14120071.44,WH-009,"Atlanta, GA",Returned,Fail,Virginia Espinoza,2024-09-19
ORD-00001223,SUP-00005,Williams LLC,PRD-000092,Pre-emptive human-resource customer loyalty,Machinery,2023-10-14,2023-11-15,2023-11-26,473,1563.6358,739599.73,WH-005,"New York, NY",Ordered,Pending,,2025-12-31
ORD-00001224,SUP-00023,"Boyle, Miller and Ellis",PRD-000063,Implemented regional adapter,Electronics,2025-06-16,2025-07-06,,1336,4387.2158,5861320.31,WH-009,"Chicago, IL",Returned,Pass,,2025-11-10
ORD-00001225,SUP-00072,Jackson Inc,PRD-000144,Reduced motivating open architecture,Raw Materials,2025-09-15,2025-10-22,2025-10-31,503,1999.6231,1005810.42,WH-009,"Seattle, WA",Delivered,Pass,,2026-03-12
ORD-00001226,SUP-00060,"Smith, Hill and Steele",PRD-000122,Phased holistic policy,Machinery,2025-09-30,2025-10-17,2025-11-03,1854,8316.3791,15418566.85,WH-007,"Los Angeles, CA",Delivered,Pass,,2025-01-26
ORD-00001227,SUP-00041,Webster and Sons,PRD-000152,Focused background Internet solution,Food & Beverage,2023-04-16,2023-05-16,2023-05-21,3263,6657.0154,21721841.25,WH-014,"Atlanta, GA",In Transit,Pending,,2026-01-15
ORD-00001228,,Jimenez Inc,PRD-000090,Multi-channeled asynchronous definition,Chemicals,2025-08-06,2025-08-13,2025-08-20,4168,4118.1061,17164266.22,WH-006,"New York, NY",Cancelled,Pending,,2024-05-22
ORD-00001229,SUP-00035,Mann Ltd,PRD-000007,Customer-focused context-sensitive attitude,Chemicals,2025-12-28,2026-01-27,,4645,2104.7935,9776765.81,WH-005,"Chicago, IL",In Transit,Pending,,2024-04-23
ORD-00001230,SUP-00004,Humphrey Group,PRD-000162,Front-line local website,Food & Beverage,2025-09-04,2025-10-25,2025-11-02,1832,6136.1613,11241447.5,WH-005,"Atlanta, GA",Delivered,Pending,Laurie Phillips,2024-04-16
ORD-00001231,SUP-00035,Mann Ltd,PRD-000015,Distributed 6thgeneration info-mediaries,Textiles,2025-01-22,2025-02-10,2025-02-12,2018,5208.4462,10510644.43,WH-013,"New York, NY",Cancelled,Pending,,2024-12-21
ORD-00001232,SUP-00035,Mann Ltd,PRD-000043,Decentralized disintermediate database,Electronics,2024-06-08,2024-07-18,2024-07-21,1402,7883.0565,11052045.21,WH-008,"Seattle, WA",Delivered,Fail,Michelle Nixon,2026-02-17
ORD-00001233,SUP-00047,Fuller-Reyes,PRD-000110,Cross-platform encompassing complexity,Chemicals,2024-03-28,2024-04-23,2024-04-28,4406,5171.5292,22785757.66,WH-010,"Seattle, WA",Delivered,Pass,,2025-08-06
ORD-00001234,SUP-00070,"Morales, Allen and Pittman",PRD-000022,Networked empowering open system,Textiles,2024-06-14,2024-07-13,2024-07-16,3556,2353.6389,8369539.93,WH-001,"Los Angeles, CA",Returned,Pass,,2025-04-05
ORD-00001235,SUP-00033,Henderson-Mcguire,PRD-000084,Synergized scalable matrices,Textiles,2024-03-22,2024-04-24,2024-04-29,745,4386.2743,3267774.35,WH-005,"Atlanta, GA",Cancelled,Pending,,2024-07-22
ORD-00001236,SUP-00047,Fuller-Reyes,PRD-000039,Profit-focused system-worthy paradigm,Machinery,2025-06-10,2025-08-03,2025-08-10,698,3851.3257,1828484.75,WH-003,"Seattle, WA",Delivered,Pass,Troy Lamb,2024-09-19
ORD-00001237,SUP-00052,Vargas-Hunter,PRD-000112,Innovative real-time neural-net,Textiles,2024-02-09,2024-03-01,2024-03-18,2715,705.1906,1914592.48,WH-008,"New York, NY",Returned,Pass,Stacy Butler,2026-03-05
ORD-00001238,SUP-00013,Meza LLC,PRD-000182,Fully-configurable solution-oriented open system,Electronics,2025-06-10,2025-08-01,2025-08-08,3401,8928.3406,30365286.38,WH-006,"New York, NY",Delivered,Pass,Mrs. Amy Lloyd MD,2025-03-20
ORD-00001239,SUP-00043,"Johnson, Brown and Coleman",PRD-000148,Pre-emptive clear-thinking initiative,Chemicals,2026-04-10,2026-06-02,2026-06-20,3894,5037.6584,19616641.81,WH-007,"Seattle, WA",Cancelled,Pending,,2024-09-22
ORD-00001240,SUP-00028,Padilla PLC,PRD-000077,Devolved hybrid core,Machinery,2026-02-17,2026-03-05,2026-03-07,1660,1397.2826,2319489.12,WH-006,"New York, NY",Returned,Pass,Kathy Brown,2025-07-01
ORD-00001241,SUP-00063,Montoya Inc,PRD-000190,Virtual fresh-thinking function,Textiles,2024-01-30,2024-03-20,2024-01-25,715,5688.7348,2714350.4,WH-003,"Chicago, IL",Returned,Pending,,2026-03-15
ORD-00001242,SUP-00052,Vargas-Hunter,PRD-000001,Ameliorated interactive software,Machinery,2025-09-30,2025-10-23,2025-10-18,4948,4334.4067,21446644.35,WH-004,"Seattle, WA",Returned,Pending,Alexandra Manning,2024-10-19
ORD-00001243,SUP-00008,"Barber, Davis and Barnett",PRD-000017,Up-sized zero administration info-mediaries,Chemicals,2025-06-01,2025-07-25,,2324,5437.6478,12637093.49,WH-006,"Seattle, WA",In Transit,Pending,,2024-05-30
ORD-00001244,SUP-00043,"Johnson, Brown and Coleman",PRD-000022,Networked empowering open system,Packaging,2026-03-11,2026-03-24,2026-02-17,3609,5535.0296,19975921.83,WH-005,"Atlanta, GA",In Transit,Pending,,2025-05-08
ORD-00001245,SUP-00010,Robertson and Sons,PRD-000165,Integrated 5thgeneration contingency,Machinery,2025-05-25,2025-05-23,2025-07-15,821,3117.9761,2559858.38,WH-010,"New York, NY",Cancelled,,,2026-04-07
ORD-00001246,SUP-00004,Humphrey Group,PRD-000156,Sharable disintermediate Graphical User Interface,Textiles,2025-04-19,2025-04-24,2025-05-13,2855,7997.0397,22831548.34,WH-010,"New York, NY",In Transit,Pending,,2025-10-13
ORD-00001247,SUP-00007,Anderson-Jackson,PRD-000153,Function-based reciprocal firmware,Machinery,2023-05-03,2023-06-02,2023-05-30,3801,4709.4507,17900622.11,WH-004,"Atlanta, GA",Cancelled,Pending,,2026-04-11
ORD-00001248,SUP-00027,"Ellis, Webb and Rivera",PRD-000044,Pre-emptive discrete methodology,Electronics,2026-01-15,2026-02-26,2026-03-13,3425,8577.1608,29376775.74,WH-004,"Chicago, IL",Ordered,Pending,,2025-03-01
ORD-00001249,SUP-00068,Gaines-Jackson,PRD-000197,Multi-tiered dedicated focus group,Raw Materials,2023-10-19,2023-11-27,2023-12-04,2877,7115.8509,20472303.04,WH-013,"Dallas, TX",Returned,Fail,Jaime Green,2024-04-23
ORD-00001250,SUP-00066,Willis-Olson,PRD-000061,Profound upward-trending Graphic Interface,Chemicals,2025-11-23,2026-01-02,2026-01-10,2479,3558.5557,8821659.58,WH-007,"Chicago, IL",Cancelled,Pending,,2024-08-29
ORD-00001251,SUP-00033,Henderson-Mcguire,PRD-000028,Future-proofed secondary collaboration,Raw Materials,2023-06-30,2023-08-09,2023-08-05,728,9618.7385,7002441.63,WH-003,"Los Angeles, CA",Cancelled,Pending,,2025-02-24
ORD-00001252,SUP-00069,Thompson-Owens,PRD-000128,Compatible human-resource interface,Machinery,2025-06-30,2025-07-10,,4069,949.5906,3863884.15,WH-012,"New York, NY",In Transit,Pending,,2025-09-01
ORD-00001253,SUP-00047,Fuller-Reyes,PRD-000077,Devolved hybrid core,Raw Materials,2026-02-23,2026-03-06,,2602,8174.5582,21270200.44,WH-007,"Atlanta, GA",Cancelled,Pending,,2025-11-05
ORD-00001254,SUP-00043,"Johnson, Brown and Coleman",PRD-000183,Business-focused content-based encryption,Machinery,2023-09-26,2023-10-20,2023-10-28,3081,4421.8404,13623690.27,WH-005,"Atlanta, GA",Ordered,Pending,,2025-03-23
ORD-00001255,SUP-00035,Mann Ltd,PRD-000069,Decentralized systemic interface,Electronics,2024-06-22,2024-07-11,2024-07-31,2643,8596.7454,22721198.09,WH-012,"Seattle, WA",In Transit,Pending,,2025-10-10
ORD-00001256,SUP-00073,Newman PLC,PRD-000141,Focused 24hour instruction set,Textiles,2025-08-27,2025-10-11,2025-08-13,4683,4887.9691,22890359.3,WH-011,"Atlanta, GA",Delivered,Pass,Justin Smith,2025-12-15
ORD-00001257,SUP-00068,Gaines-Jackson,PRD-000145,Horizontal mobile knowledge user,Electronics,2025-04-17,2025-05-04,2025-05-21,-2489,1568.4106,3903773.98,WH-002,"Dallas, TX",Returned,Pending,Jack Washington,2025-03-25
ORD-00001258,,Turner Ltd,PRD-000161,Vision-oriented discrete customer loyalty,Food & Beverage,2024-08-19,2024-09-19,2024-10-06,1776,5455.7764,9689458.89,WH-009,"New York, NY",In Transit,Pending,,2025-10-22
ORD-00001259,SUP-00058,"Browning, Wiley and Duran",PRD-000125,Intuitive intangible artificial intelligence,Raw Materials,2025-04-04,2025-05-13,2025-05-23,1655,1240.2269,2052575.52,WH-001,"Dallas, TX",In Transit,,,2025-03-26
ORD-00001260,SUP-00045,Barnes-Rivers,PRD-000123,Ameliorated local concept,Packaging,2024-01-20,2024-02-10,2024-02-23,2806,8832.8751,24785047.53,WH-011,"Dallas, TX",Ordered,Pending,,2025-02-09
ORD-00001261,SUP-00076,Roberts-Edwards,PRD-000113,Quality-focused real-time matrices,Electronics,2024-08-10,2024-09-17,2024-09-24,1856,20.3158,37706.12,WH-008,"Los Angeles, CA",Delivered,Pass,Brian Barnes,2025-05-01
ORD-00001262,SUP-00077,Taylor-Evans,PRD-000129,Compatible methodical leverage,Machinery,2026-02-22,2026-03-31,2026-04-07,3313,2387.5746,7910034.65,WH-007,"New York, NY",Returned,Fail,,2026-01-14
ORD-00001263,SUP-00053,"Osborn, Ryan and Garrett",PRD-000173,Optional multimedia architecture,Raw Materials,2025-08-26,2025-09-12,2025-10-02,425,2465.1114,1047672.34,WH-007,"New York, NY",Returned,Pass,Victor Curtis,2025-10-23
ORD-00001264,SUP-00017,Griffin and Sons,PRD-000169,Organized explicit utilization,Food & Beverage,2026-03-24,2026-04-29,2026-04-24,3403,4690.7629,15962666.15,WH-001,"Dallas, TX",Delivered,Pending,Monica Oliver,2024-11-26
ORD-00001265,SUP-00027,"Ellis, Webb and Rivera",PRD-000075,Realigned coherent capacity,Packaging,2025-01-09,2025-03-07,2024-12-25,112,4340.7054,486159.0,WH-004,"Los Angeles, CA",Ordered,Pending,,2025-11-09
ORD-00001266,SUP-00046,Dunn LLC,PRD-000097,Versatile static software,Food & Beverage,2023-07-31,2023-08-22,2023-08-29,3688,9079.7038,33485947.61,WH-001,"New York, NY",Ordered,,,2025-12-08
ORD-00001267,SUP-00073,Newman PLC,PRD-000031,Stand-alone systemic productivity,MACHINERY,2026-02-16,2026-03-02,2026-02-28,-4589,6135.9909,36795480.95,WH-011,"Dallas, TX",Ordered,Pending,,2024-07-20
ORD-00001268,SUP-00056,Garcia Group,PRD-000056,Exclusive bandwidth-monitored website,Food & Beverage,2024-05-30,2024-06-08,,2041,9869.8592,20144382.63,WH-001,"Atlanta, GA",Returned,Pending,Taylor Fry,2024-11-20
ORD-00001269,SUP-00053,"Osborn, Ryan and Garrett",PRD-000042,Managed neutral algorithm,Food & Beverage,2025-12-04,2026-01-16,2026-02-02,3090,6354.0191,19633919.02,WH-003,"Dallas, TX",In Transit,Pending,,2025-07-10
ORD-00001270,SUP-00016,Acosta and Sons,PRD-000147,Implemented content-based open architecture,Raw Materials,2023-09-15,2023-09-26,2023-09-26,3290,4203.2496,13828691.18,WH-006,"Dallas, TX",Delivered,Pending,,2024-09-03
ORD-00001271,SUP-00025,Turner Ltd,PRD-000121,Adaptive systematic success,Food & Beverage,2026-02-12,2026-03-30,2026-04-04,3905,5967.487,23303036.73,WH-008,"Seattle, WA",Returned,Pending,Jasmine Cooper,2025-02-12
ORD-00001272,,Lee Ltd,PRD-000077,Devolved hybrid core,Packaging,2025-06-26,2025-08-21,2025-09-07,1958,6143.8904,12029737.4,WH-014,"Los Angeles, CA",Returned,Pass,Mary Morrison,2025-12-18
ORD-00001273,SUP-00015,"Nguyen, Cruz and Wilson",PRD-000199,Self-enabling user-facing collaboration,Food & Beverage,2023-11-05,2023-12-24,2024-01-02,4638,7864.7865,36476879.79,WH-004,"Atlanta, GA",Returned,Fail,Tara Hood,2026-02-13
ORD-00001274,SUP-00076,Roberts-Edwards,PRD-000055,Streamlined dedicated moderator,Raw Materials,2024-04-06,2024-05-16,2024-06-01,294,7708.7113,2266361.12,WH-012,"Los Angeles, CA",Returned,Fail,,2024-06-20
ORD-00001275,SUP-00020,"Reyes, Parker and Gibson",PRD-000133,Digitized executive emulation,Electronics,2024-02-06,2024-03-18,2024-04-01,2064,7827.3028,16155552.98,WH-013,"Los Angeles, CA",Ordered,Pending,,2025-07-01
ORD-00001276,SUP-00044,Pitts LLC,PRD-000193,Multi-tiered bandwidth-monitored adapter,Electronics,2024-02-28,2024-04-05,2024-04-03,4620,4845.831,22387739.22,WH-014,"Los Angeles, CA",Returned,Pending,,2025-01-01
ORD-00001277,SUP-00013,Meza LLC,PRD-000129,Compatible methodical leverage,Electronics,2024-06-06,2024-07-18,2024-08-07,85,1556.7286,132321.93,WH-009,"Chicago, IL",Ordered,Pending,,2025-01-01
ORD-00001278,SUP-00069,Thompson-Owens,PRD-000022,Networked empowering open system,Food & Beverage,2025-06-30,2025-08-28,2025-08-31,293,4586.8902,1343958.83,WH-005,"Atlanta, GA",In Transit,Pending,,2025-06-15
ORD-00001279,SUP-00069,Thompson-Owens,PRD-000053,Public-key 4thgeneration hierarchy,Textiles,2024-05-08,2024-05-17,2024-05-12,295,8855.3228,2612320.23,WH-001,"Los Angeles, CA",Cancelled,Pending,,2025-08-04
ORD-00001280,SUP-00063,Montoya Inc,PRD-000064,Multi-layered composite neural-net,Packaging,2025-07-06,2025-08-11,2025-08-12,4689,7575.6158,35522062.49,WH-008,"Chicago, IL",Returned,Fail,,2026-02-03
ORD-00001281,SUP-00006,Petersen-Kelly,PRD-000152,Focused background Internet solution,Machinery,2024-01-17,2024-03-03,2024-03-16,4311,2872.1911,12382015.83,WH-014,"Chicago, IL",In Transit,Pending,,2025-12-14
ORD-00001282,SUP-00026,Velasquez-Flores,PRD-000042,Managed neutral algorithm,Machinery,2025-02-02,2025-03-02,2025-03-06,314,5426.1478,1703810.41,WH-008,"Dallas, TX",Ordered,Pending,,2024-08-23
ORD-00001283,SUP-00063,Montoya Inc,PRD-000182,Fully-configurable solution-oriented open system,Electronics,2024-04-11,2024-05-16,2024-05-18,814,8352.1213,6798626.74,WH-014,"Dallas, TX",Delivered,Fail,Austin Roman,2024-09-13
ORD-00001284,SUP-00051,Hancock LLC,PRD-000094,Reactive disintermediate methodology,Food & Beverage,2023-09-18,2023-09-29,2023-10-17,1938,226.9779,439883.17,WH-013,"Chicago, IL",Cancelled,Pending,,2026-01-17
ORD-00001285,SUP-00027,"Ellis, Webb and Rivera",PRD-000059,Fundamental asynchronous application,Textiles,2026-01-01,2026-02-10,2026-02-12,2326,7268.7139,16907028.53,WH-002,"Atlanta, GA",In Transit,,,2025-09-13
ORD-00001286,SUP-00037,Shah Inc,PRD-000114,Programmable national open architecture,Food & Beverage,2024-04-25,2024-05-24,2024-05-24,2539,330.519,839187.74,WH-011,"Dallas, TX",In Transit,Pending,,2026-01-12
ORD-00001287,SUP-00058,"Browning, Wiley and Duran",PRD-000130,Monitored empowering migration,Textiles,2024-11-22,2025-01-03,2025-01-07,428,8399.1147,3594821.09,WH-014,"New York, NY",Cancelled,Pending,,2025-08-26
ORD-00001288,SUP-00062,Chapman-Fuller,PRD-000151,Reactive incremental instruction set,Food & Beverage,2023-04-18,2023-05-08,2023-05-27,460,5051.2896,2323593.22,WH-012,"Los Angeles, CA",In Transit,Pending,,2026-03-09
ORD-00001289,SUP-00014,Thomas-Nguyen,PRD-000134,Cross-group neutral access,Raw Materials,2025-12-29,2026-02-12,2026-02-25,2272,8780.1007,19948388.79,WH-009,"Seattle, WA",Returned,Fail,Laura Mendez,2025-05-22
ORD-00001290,SUP-00064,Mitchell Ltd,PRD-000032,Total radical methodology,CHEMICALS,2023-04-26,2023-05-14,2023-05-21,4237,4213.6013,17853028.71,WH-009,"Chicago, IL",In Transit,Pending,,2025-10-10
ORD-00001291,SUP-00019,Rivas-Whitaker,PRD-000133,Digitized executive emulation,Raw Materials,2024-09-21,2024-09-30,2024-10-10,1779,6709.6003,11936378.93,WH-003,"Seattle, WA",Ordered,,,2025-05-04
ORD-00001292,SUP-00011,"Hatfield, Lyons and Richards",PRD-000085,Team-oriented exuding productivity,Machinery,2024-07-13,2024-08-13,2024-08-25,1702,708.1001,1205186.37,WH-013,"Los Angeles, CA",In Transit,Pending,,2025-05-31
ORD-00001293,SUP-00019,Rivas-Whitaker,PRD-000158,Focused maximized focus group,Chemicals,2024-09-07,2024-10-25,2024-11-08,0,3839.4535,5187101.68,WH-011,"Atlanta, GA",Cancelled,Pending,,2025-07-17
ORD-00001294,SUP-00054,Kane PLC,PRD-000083,Profit-focused well-modulated function,Raw Materials,2025-10-18,2025-12-14,,2010,126.3187,253900.59,WH-001,"New York, NY",Returned,Pending,Nicholas Nelson,2025-05-12
ORD-00001295,SUP-00063,Montoya Inc,PRD-000049,Monitored systemic knowledge user,Textiles,2026-02-02,2026-01-24,2026-02-13,4999,7309.3825,36539603.12,WH-002,"Los Angeles, CA",Cancelled,Pending,,2024-12-31
ORD-00001296,SUP-00028,Padilla PLC,PRD-000161,Vision-oriented discrete customer loyalty,Chemicals,2026-01-16,2026-03-13,2026-03-30,3548,5644.847,20027917.16,WH-002,"Los Angeles, CA",Ordered,Pending,,2026-01-24
ORD-00001297,SUP-00078,Wallace-Williams,PRD-000172,Persevering fault-tolerant throughput,Raw Materials,2025-08-15,2025-08-25,2025-08-21,2312,9553.8013,22088388.61,WH-005,"New York, NY",Delivered,Pass,Joseph Dixon,2025-09-17
ORD-00001298,,Greene-Osborne,PRD-000068,Synchronized next generation archive,Chemicals,2023-12-24,2024-01-02,2024-01-18,4968,4856.6511,24127842.66,WH-007,"Atlanta, GA",Delivered,Pending,Gary Bryan,2026-03-19
ORD-00001299,SUP-00030,Shaw-Moore,PRD-000078,Devolved didactic instruction set,textiles,2024-05-17,2024-07-06,2024-07-10,4882,588.7634,2874342.92,WH-008,"Los Angeles, CA",Delivered,Pass,Katherine Harris,2025-04-16
ORD-00001300,SUP-00001,"Taylor, Adams and Donaldson",PRD-000117,Grass-roots neutral database,Machinery,2026-02-23,2026-03-11,2026-03-23,3404,1999.0752,6804851.98,WH-005,"Dallas, TX",Ordered,Pending,,2024-06-11
ORD-00001301,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000164,Profit-focused transitional data-warehouse,Chemicals,2024-06-07,2024-07-17,,-1252,111.6921,139838.51,WH-001,"New York, NY",Ordered,Pending,,2026-03-05
ORD-00001302,SUP-00049,Arellano-Anderson,PRD-000038,Organic actuating strategy,Machinery,2024-03-01,2024-03-30,2024-04-07,2560,8564.5073,21925138.69,WH-007,"Atlanta, GA",Ordered,Pending,,2026-03-30
ORD-00001303,SUP-00039,"Wiley, Brown and Sampson",PRD-000001,Ameliorated interactive software,Textiles,2025-01-31,2025-03-23,2025-04-05,3687,1607.2874,5926068.64,WH-008,"Dallas, TX",Delivered,Pass,Haley Campbell,2025-04-13
ORD-00001304,SUP-00009,Burton Ltd,PRD-000033,Streamlined methodical hierarchy,MACHINERY,2025-06-05,2025-06-16,,1506,7541.023,11356780.64,WH-008,"Dallas, TX",Delivered,Fail,Janet Diaz,2026-02-26
ORD-00001305,SUP-00009,Burton Ltd,PRD-000103,Universal demand-driven algorithm,Electronics,2024-12-02,2024-12-09,2024-12-23,3446,2613.6826,9006750.24,WH-007,"Los Angeles, CA",Cancelled,Pending,,2024-11-15
ORD-00001306,SUP-00027,"Ellis, Webb and Rivera",PRD-000090,Multi-channeled asynchronous definition,Textiles,2025-05-12,2025-06-03,2025-06-06,3583,5955.6504,21339095.38,WH-005,"Seattle, WA",Returned,Pending,Jessica Fry,2024-10-18
ORD-00001307,SUP-00002,Jimenez Inc,PRD-000084,Synergized scalable matrices,Chemicals,2024-08-14,2024-09-19,,4215,868.7023,3661580.19,WH-009,"Chicago, IL",Returned,Fail,John Johnson,2025-06-05
ORD-00001308,SUP-00059,Campbell and Sons,PRD-000009,Open-architected explicit complexity,Machinery,2024-01-13,2024-02-25,2024-02-26,1527,6119.9726,9345198.16,WH-008,"Dallas, TX",In Transit,Pending,,2024-06-10
ORD-00001309,SUP-00018,"Thomas, Dennis and Rodriguez",PRD-000053,Public-key 4thgeneration hierarchy,Packaging,2025-06-11,2025-07-08,2025-05-18,1277,7382.5562,9427524.27,WH-013,"Los Angeles, CA",Delivered,Fail,Dr. Daniel Williams,2025-11-11
ORD-00001310,SUP-00032,"Foster, Powell and Moore",PRD-000047,Customer-focused incremental collaboration,Machinery,2023-12-13,2024-01-05,,3264,2437.2879,7955307.71,WH-002,"New York, NY",Returned,Pending,Veronica Spencer,2025-10-20
ORD-00001311,,"Reyes, Parker and Gibson",PRD-000174,Seamless multimedia customer loyalty,Packaging,2025-08-04,2025-09-02,2025-09-20,1439,4736.2066,6815401.3,WH-009,"New York, NY",Ordered,Pending,,2024-08-27
ORD-00001312,SUP-00047,Fuller-Reyes,PRD-000011,Organic 24/7 function,Electronics,2025-01-14,2025-03-06,2025-03-24,1797,4219.1522,7581816.5,WH-007,"Chicago, IL",Returned,Pending,,2024-09-13
ORD-00001313,SUP-00029,"Lawrence, Sutton and Fowler",PRD-000163,Secured 24hour knowledge user,Packaging,2025-02-21,2025-03-03,2025-03-13,2221,6365.8871,14138635.25,WH-008,"Los Angeles, CA",In Transit,Pending,,2025-06-26
ORD-00001314,SUP-00037,Shah Inc,PRD-000136,Cloned multi-state success,Textiles,2024-05-29,2024-07-28,2024-08-11,4508,5401.1774,24348507.72,WH-012,"Atlanta, GA",Cancelled,Pending,,2025-07-22
ORD-00001315,SUP-00071,"Robbins, Chapman and Morris",PRD-000061,Profound upward-trending Graphic Interface,Machinery,2023-05-06,2023-06-21,2023-07-08,2400,1689.4397,4054655.28,WH-012,"Los Angeles, CA",Cancelled,Pending,,2024-11-01
ORD-00001316,SUP-00003,Bennett PLC,PRD-000075,Realigned coherent capacity,Chemicals,2024-06-16,2024-06-25,2024-06-30,2970,4006.0528,14853910.35,WH-002,"Chicago, IL",Cancelled,Pending,,2025-03-14
ORD-00001317,SUP-00071,"Robbins, Chapman and Morris",PRD-000042,Managed neutral algorithm,Food & Beverage,2025-06-11,2025-07-19,2025-07-21,2123,4285.6702,9098477.83,WH-001,"New York, NY",Ordered,Pending,,2025-04-28
ORD-00001318,SUP-00078,Wallace-Williams,PRD-000089,Managed bandwidth-monitored customer loyalty,Packaging,2025-09-12,2025-10-07,2025-10-23,3152,7475.9929,23564329.62,WH-004,"Los Angeles, CA",In Transit,Pending,,2024-09-05
ORD-00001319,SUP-00020,"Reyes, Parker and Gibson",PRD-000084,Synergized scalable matrices,Chemicals,2026-01-17,2026-02-02,2026-02-07,4729,5481.561,25922301.97,WH-009,"Chicago, IL",In Transit,,,2025-04-09
ORD-00001320,SUP-00007,Anderson-Jackson,PRD-000082,Ergonomic methodical alliance,Chemicals,2024-07-25,2024-09-09,2024-09-17,1097,3408.494,3739117.92,WH-009,"Chicago, IL",Cancelled,Pending,,2025-11-27
ORD-00001321,SUP-00025,Turner Ltd,PRD-000162,Front-line local website,Machinery,2025-05-08,2025-06-06,2025-06-06,3353,3167.4542,10620473.93,WH-006,"Seattle, WA",Cancelled,,,2025-04-12
